season,player_name,team_name,matches,innings,runs,batting_avg,strike_rate,fours,sixes,fifties,hundreds,wickets,economy,bowling_avg
2021,MC Henriques,Sunrisers Hyderabad,7,6,54,30.28,122.61,10,3,0,0,4,7.8,34.81
2013,MC Juneja,Delhi Daredevils,10,10,177,12.57,93.04,16,1,3,0,0,9.29,25.35
2026,MD Choudhary,Lucknow Super Giants,5,5,82,35.94,152.57,5,6,1,0,0,8.13,33.02
2010,MD Mishra,Deccan Chargers,7,7,84,18.64,111.29,5,4,1,0,0,8.52,29.84
2011,MD Mishra,Pune Warriors,6,6,76,20.33,100.38,7,2,0,0,0,8.71,31.64
2012,MD Mishra,Pune Warriors,3,3,57,20.72,129.2,11,2,1,0,0,8.6,25.08
2023,MD Shanaka,Gujarat Titans,4,4,35,11.06,95.52,2,1,0,0,0,9.34,33.76
2013,MDKJ Perera,Rajasthan Royals,3,3,18,9.01,112.81,2,0,0,0,0,8.59,31.91
2008,MEK Hussey,Chennai Super Kings,8,8,381,37.9,134.71,30,4,3,0,0,8.6,34.6
2009,MEK Hussey,Mumbai Indians,4,4,363,47.76,114.46,27,4,2,1,0,9.24,29.85
2010,MEK Hussey,Mumbai Indians,6,6,212,43.4,139.85,31,6,3,0,0,9.11,26.89
2011,MEK Hussey,Mumbai Indians,10,10,244,53.01,134.17,31,10,1,0,0,9.21,34.3
2012,MEK Hussey,Mumbai Indians,7,7,186,44.18,139.98,26,4,0,0,0,7.66,29.63
2013,MEK Hussey,Mumbai Indians,4,4,125,43.41,132.61,16,6,2,1,0,8.59,25.96
2014,MEK Hussey,Mumbai Indians,7,7,315,27.86,120.08,18,7,5,0,0,9.08,30.59
2015,MEK Hussey,Mumbai Indians,7,7,344,39.68,140.12,29,8,0,0,0,7.65,24.17
2008,MF Maharoof,Delhi Daredevils,10,7,55,22.1,143.36,5,4,1,0,12,7.46,19.34
2009,MF Maharoof,Delhi Daredevils,9,6,65,12.95,143.84,6,4,0,0,13,7.79,15.67
2010,MF Maharoof,Delhi Daredevils,7,5,71,20.41,143.54,5,3,0,0,7,7.33,18.55
2023,MG Bracewell,Royal Challengers Bangalore,6,5,70,23.64,117.49,5,1,1,0,4,8.0,15.65
2013,MG Johnson,Kings XI Punjab,9,5,26,13.72,101.77,1,1,0,0,11,7.46,32.58
2014,MG Johnson,Kolkata Knight Riders,5,3,26,9.55,105.22,2,1,0,0,17,7.55,23.72
2015,MG Johnson,Mumbai Indians,13,7,24,12.26,93.92,2,1,0,0,12,8.64,22.69
2016,MG Johnson,Mumbai Indians,5,3,24,11.15,99.76,1,1,0,0,8,8.52,25.35
2017,MG Johnson,Mumbai Indians,10,6,27,14.2,104.68,2,1,0,0,3,8.64,26.32
2018,MG Johnson,Mumbai Indians,10,6,18,9.1,99.82,2,1,0,0,6,7.88,23.99
2013,MG Neser,Kings XI Punjab,1,1,0,26.32,131.98,0,0,0,0,0,15.49,26.12
2012,MJ Clarke,Pune Warriors,4,4,95,19.82,110.47,10,0,0,0,3,5.49,36.09
2023,MJ Dagar,Royal Challengers Bengaluru,3,1,0,0,0,0,0,0,0,2,8.35,86.23
2024,MJ Dagar,Sunrisers Hyderabad,3,1,0,0,0,0,0,0,0,1,9.58,106.61
2016,MJ Guptill,Kings XI Punjab,4,4,79,20.19,155.74,7,4,1,0,0,8.46,29.05
2017,MJ Guptill,Mumbai Indians,3,3,57,26.21,129.78,6,4,1,0,0,8.82,25.15
2018,MJ Guptill,Sunrisers Hyderabad,4,4,62,14.04,125.61,9,6,0,0,0,9.05,26.38
2019,MJ Guptill,Sunrisers Hyderabad,4,4,48,30.81,138.83,4,4,1,0,0,8.73,30.87
2017,MJ Henry,Chennai Super Kings,1,1,1,4.52,73.73,0,0,0,0,0,11.22,69.6
2018,MJ Henry,Kings XI Punjab,1,1,1,3.12,61.19,0,0,0,0,1,10.43,72.51
2019,MJ Henry,Lucknow Super Giants,1,1,1,2.2,73.07,0,0,0,0,0,11.04,75.19
2020/21,MJ Henry,Lucknow Super Giants,1,1,0,3.73,74.71,0,0,0,0,0,12.04,69.39
2021,MJ Henry,Lucknow Super Giants,1,1,1,3.68,67.91,0,0,0,0,1,11.38,68.6
2022,MJ Henry,Lucknow Super Giants,1,1,1,2.12,71.18,0,0,0,0,0,12.17,71.09
2023,MJ Henry,Lucknow Super Giants,1,1,1,2.71,60.63,0,0,0,0,1,10.57,82.79
2024,MJ Henry,Lucknow Super Giants,1,1,1,4.82,66.87,0,0,0,0,0,12.19,68.57
2025,MJ Henry,Lucknow Super Giants,1,1,1,3.68,72.07,0,0,0,0,0,11.9,62.36
2026,MJ Henry,Lucknow Super Giants,1,1,1,4.82,59.98,0,0,0,0,0,12.61,85.4
2010,MJ Lumb,Deccan Chargers,6,6,151,26.7,150.36,18,3,1,1,0,8.69,31.56
2011,MJ Lumb,Rajasthan Royals,7,7,156,23.08,161.28,26,3,1,1,0,9.24,32.49
2015,MJ McClenaghan,Mumbai Indians,11,5,12,5.34,119.06,1,2,0,0,16,8.15,29.6
2016,MJ McClenaghan,Mumbai Indians,14,6,25,7.81,131.85,1,2,0,0,23,8.19,25.4
2017,MJ McClenaghan,Mumbai Indians,16,7,18,6.23,132.31,1,2,0,0,10,8.4,21.23
2018,MJ McClenaghan,Mumbai Indians,9,4,23,5.77,125.29,1,1,0,0,12,8.18,22.49
2019,MJ McClenaghan,Mumbai Indians,6,3,24,7.29,133.39,1,1,0,0,12,8.31,26.49
2025,MJ Owen,Punjab Kings,1,1,0,0,0,0,0,0,0,0,7.97,25.23
2019,MJ Santner,Chennai Super Kings,2,1,17,12.28,121.47,1,1,0,0,3,7.13,28.76
2020/21,MJ Santner,Mumbai Indians,3,2,12,15.11,122.99,1,1,0,0,2,7.8,24.67
2021,MJ Santner,Mumbai Indians,5,3,20,20.05,106.28,1,1,0,0,2,7.22,33.04
2022,MJ Santner,Mumbai Indians,6,4,7,19.68,102.92,1,1,0,0,2,7.59,26.24
2023,MJ Santner,Mumbai Indians,4,2,8,12.46,103.29,1,1,0,0,5,7.84,24.0
2024,MJ Santner,Mumbai Indians,2,1,25,20.92,95.24,1,1,0,0,5,7.9,33.84
2025,MJ Santner,Mumbai Indians,4,2,24,19.95,112.61,1,1,0,0,4,7.84,25.07
2026,MJ Santner,Mumbai Indians,4,2,9,10.81,119.67,1,1,0,0,5,7.03,34.7
2024,MJ Suthar,Gujarat Titans,1,1,1,1.03,52.13,0,0,0,0,0,12.08,34.21
2018,MK Lomror,Rajasthan Royals,8,7,116,23.22,162.02,5,3,2,0,0,9.17,137.26
2019,MK Lomror,Royal Challengers Bangalore,3,3,48,19.28,127.0,6,3,1,0,0,8.57,149.45
2020/21,MK Lomror,Royal Challengers Bengaluru,8,7,73,20.73,159.74,4,5,0,0,0,8.23,129.83
2021,MK Lomror,Royal Challengers Bengaluru,5,4,36,24.25,160.24,3,2,0,0,0,8.32,151.2
2022,MK Lomror,Royal Challengers Bengaluru,5,4,120,16.29,123.2,3,4,2,1,0,8.75,110.14
2023,MK Lomror,Royal Challengers Bengaluru,4,4,96,23.45,150.2,5,3,0,0,0,9.09,132.82
2024,MK Lomror,Royal Challengers Bengaluru,6,5,97,22.08,144.71,3,6,1,0,0,7.71,141.63
2008,MK Pandey,Delhi Capitals,9,8,261,29.53,125.35,20,6,0,0,0,7.83,24.24
2009,MK Pandey,Kolkata Knight Riders,5,5,163,18.37,109.24,24,3,0,0,0,8.93,34.11
2010,MK Pandey,Lucknow Super Giants,14,13,321,35.73,112.51,26,8,4,0,0,9.02,34.08
2011,MK Pandey,Mumbai Indians,5,5,291,37.43,113.24,16,8,0,0,0,8.1,30.79
2012,MK Pandey,Pune Warriors,8,7,326,29.45,118.37,17,7,1,0,0,9.26,27.15
2013,MK Pandey,Royal Challengers Bangalore,13,12,238,18.6,112.68,22,7,1,0,0,8.12,27.66
2014,MK Pandey,Sunrisers Hyderabad,14,13,204,27.79,114.81,18,8,2,0,0,8.94,30.4
2015,MK Pandey,Sunrisers Hyderabad,7,7,113,39.72,138.54,12,10,1,0,0,8.54,31.56
2016,MK Pandey,Sunrisers Hyderabad,10,9,91,40.38,138.35,17,4,1,0,0,8.68,29.35
2017,MK Pandey,Sunrisers Hyderabad,12,11,192,17.83,110.2,17,7,3,0,0,7.87,33.69
2018,MK Pandey,Sunrisers Hyderabad,10,9,100,26.96,117.08,15,4,1,0,0,8.92,33.86
2019,MK Pandey,Sunrisers Hyderabad,6,6,110,39.71,115.03,16,8,1,1,0,9.28,28.08
2020/21,MK Pandey,Sunrisers Hyderabad,13,12,308,24.91,117.52,25,5,1,0,0,7.96,28.34
2021,MK Pandey,Sunrisers Hyderabad,14,13,174,35.7,110.15,10,7,2,0,0,8.11,35.02
2022,MK Pandey,Sunrisers Hyderabad,7,7,121,34.54,107.79,20,9,2,0,0,9.15,35.06
2023,MK Pandey,Sunrisers Hyderabad,13,12,326,32.72,106.02,24,6,1,0,0,9.02,30.46
2024,MK Pandey,Sunrisers Hyderabad,11,10,255,38.26,120.84,10,4,4,0,0,7.91,34.49
2025,MK Pandey,Sunrisers Hyderabad,7,7,145,32.3,123.91,12,3,0,0,0,8.92,24.97
2008,MK Tiwary,Delhi Daredevils,12,10,92,26.62,134.28,19,4,1,0,0,12.13,93.14
2009,MK Tiwary,Kings XI Punjab,13,11,205,37.24,129.84,15,4,1,0,0,12.48,76.38
2010,MK Tiwary,Kolkata Knight Riders,10,9,120,24.02,105.94,20,5,1,0,0,11.15,70.28
2011,MK Tiwary,Rising Pune Supergiant,7,6,244,23.02,112.25,14,2,1,0,0,11.91,83.36
2012,MK Tiwary,Rising Pune Supergiant,13,11,193,29.46,118.39,19,3,2,0,0,11.37,89.86
2013,MK Tiwary,Rising Pune Supergiant,7,6,75,36.58,106.97,9,5,1,0,0,11.98,86.46
2014,MK Tiwary,Rising Pune Supergiant,5,4,183,28.28,109.8,11,2,2,1,0,10.86,92.64
2015,MK Tiwary,Rising Pune Supergiant,7,6,115,20.5,127.09,14,3,0,1,0,12.87,78.1
2016,MK Tiwary,Rising Pune Supergiant,12,10,80,20.05,129.3,18,5,0,0,0,12.61,95.85
2017,MK Tiwary,Rising Pune Supergiant,10,9,67,17.81,101.03,11,4,0,0,0,12.17,73.91
2018,MK Tiwary,Rising Pune Supergiant,11,10,212,33.7,121.42,20,4,0,0,0,11.91,69.47
2008,ML Hayden,Chennai Super Kings,15,15,199,39.05,123.21,57,15,2,0,0,8.02,29.25
2009,ML Hayden,Chennai Super Kings,15,15,241,25.61,123.79,22,20,0,0,0,8.67,27.17
2010,ML Hayden,Chennai Super Kings,16,16,472,48.07,153.1,33,14,6,0,0,9.01,30.67
2018,MM Ali,Chennai Super Kings,7,6,126,28.34,159.97,11,12,0,0,4,6.52,26.82
2019,MM Ali,Kolkata Knight Riders,6,5,210,16.39,147.62,8,11,1,0,5,6.67,28.39
2020/21,MM Ali,Royal Challengers Bangalore,10,8,104,20.96,136.69,16,12,1,0,7,6.81,22.14
2021,MM Ali,Royal Challengers Bangalore,12,10,158,24.87,120.33,16,9,2,1,4,7.45,24.06
2022,MM Ali,Royal Challengers Bangalore,11,9,105,30.79,140.64,7,12,1,0,7,7.33,30.1
2023,MM Ali,Royal Challengers Bangalore,8,6,85,17.81,123.76,14,8,1,0,8,7.58,24.77
2024,MM Ali,Royal Challengers Bangalore,11,9,223,27.1,129.38,15,9,3,0,8,6.63,26.99
2025,MM Ali,Royal Challengers Bangalore,12,10,183,23.29,129.61,8,5,2,0,2,6.85,25.83
2008,MM Patel,Gujarat Lions,6,1,4,4.82,92.26,1,0,0,0,7,7.5,22.83
2009,MM Patel,Mumbai Indians,8,2,3,6.42,109.34,1,0,0,0,3,7.28,25.46
2010,MM Patel,Rajasthan Royals,5,1,4,6.46,84.57,0,0,0,0,4,7.67,24.59
2011,MM Patel,Rajasthan Royals,4,1,2,7.07,90.39,1,0,0,0,8,6.76,20.95
2012,MM Patel,Rajasthan Royals,8,2,3,6.94,81.22,0,0,0,0,2,7.85,27.08
2013,MM Patel,Rajasthan Royals,5,1,4,7.05,89.75,1,0,0,0,9,7.96,23.88
2014,MM Patel,Rajasthan Royals,7,2,2,6.26,107.64,0,0,0,0,6,7.76,21.9
2015,MM Patel,Rajasthan Royals,8,2,5,6.28,93.19,1,0,0,0,5,7.02,21.69
2016,MM Patel,Rajasthan Royals,5,1,3,9.02,83.81,1,0,0,0,11,7.73,21.67
2017,MM Patel,Rajasthan Royals,6,1,2,7.44,89.65,0,0,0,0,9,8.01,22.63
2013,MM Sharma,Chennai Super Kings,8,2,13,7.42,92.13,1,0,0,0,9,8.86,26.59
2014,MM Sharma,Delhi Capitals,12,3,8,7.52,83.65,1,0,0,0,8,8.56,31.12
2015,MM Sharma,Gujarat Titans,7,2,12,5.24,101.71,1,0,0,0,7,9.44,21.5
2016,MM Sharma,Kings XI Punjab,9,2,13,9.02,94.52,1,0,0,0,15,9.29,28.68
2017,MM Sharma,Kings XI Punjab,12,3,11,9.56,98.65,0,0,0,0,8,9.37,29.45
2018,MM Sharma,Kings XI Punjab,11,3,12,4.88,78.77,1,0,0,0,8,8.67,22.75
2019,MM Sharma,Kings XI Punjab,9,2,8,9.04,95.82,1,0,0,0,7,9.43,23.45
2020/21,MM Sharma,Kings XI Punjab,12,3,9,4.2,84.45,1,0,0,0,6,9.17,24.87
2021,MM Sharma,Kings XI Punjab,8,2,8,9.58,92.6,1,0,0,0,13,8.38,29.15
2022,MM Sharma,Kings XI Punjab,7,2,8,8.17,88.78,0,0,0,0,6,9.63,23.67
2023,MM Sharma,Kings XI Punjab,8,2,10,8.99,90.59,1,0,0,0,11,8.25,30.31
2024,MM Sharma,Kings XI Punjab,14,4,13,9.17,101.94,1,0,0,0,14,8.33,29.89
2025,MM Sharma,Kings XI Punjab,10,3,7,6.03,82.17,1,0,0,0,4,9.57,27.0
2012,MN Samuels,Delhi Daredevils,3,3,25,12.21,94.54,1,1,0,0,2,8.11,26.69
2013,MN Samuels,Pune Warriors,3,3,26,12.56,107.52,1,2,0,0,2,7.2,26.34
2014,MN Samuels,Pune Warriors,2,2,41,12.66,85.47,2,1,0,0,1,8.67,36.74
2015,MN Samuels,Pune Warriors,2,2,26,14.62,103.73,1,1,0,0,1,7.85,31.18
2016,MN Samuels,Pune Warriors,4,4,41,13.37,86.28,2,1,0,0,2,8.63,36.13
2017,MN Samuels,Pune Warriors,3,3,30,16.99,106.52,2,1,0,0,1,8.34,27.85
2009,MN van Wyk,Kolkata Knight Riders,4,4,206,68.06,107.98,24,1,1,0,0,8.94,31.54
2025,MP Breetzke,Lucknow Super Giants,1,1,14,19.21,117.63,1,1,0,0,0,8.81,27.62
2016,MP Stoinis,Delhi Capitals,7,6,189,33.86,143.2,17,5,1,0,4,10.55,35.44
2017,MP Stoinis,Kings XI Punjab,7,6,87,16.94,128.22,19,12,1,0,4,10.56,33.39
2018,MP Stoinis,Lucknow Super Giants,13,12,92,27.7,145.67,11,7,0,0,5,9.84,30.21
2019,MP Stoinis,Punjab Kings,11,10,144,33.28,132.47,14,13,1,0,2,9.21,34.98
2020/21,MP Stoinis,Royal Challengers Bangalore,7,6,211,34.14,128.5,8,6,3,0,3,9.25,38.8
2021,MP Stoinis,Royal Challengers Bangalore,7,6,79,30.11,161.84,12,14,1,0,6,9.55,39.5
2022,MP Stoinis,Royal Challengers Bangalore,11,10,206,34.63,135.06,14,14,0,0,6,8.97,29.05
2023,MP Stoinis,Royal Challengers Bangalore,11,10,122,29.17,163.14,17,10,1,0,1,9.42,29.32
2024,MP Stoinis,Royal Challengers Bangalore,9,8,189,34.73,125.52,16,14,0,0,4,9.09,35.88
2025,MP Stoinis,Royal Challengers Bangalore,8,7,174,37.13,138.7,10,13,3,0,5,9.8,32.6
2026,MP Stoinis,Royal Challengers Bangalore,9,8,225,22.0,159.16,9,11,3,0,3,9.01,28.74
2024,MP Yadav,Lucknow Super Giants,2,1,0,17.68,136.44,0,0,0,0,5,8.59,19.42
2025,MP Yadav,Lucknow Super Giants,3,1,0,26.48,123.3,0,0,0,0,3,9.97,17.46
2010,MR Marsh,Deccan Chargers,3,3,104,25.8,125.58,5,5,1,0,3,7.68,23.27
2011,MR Marsh,Delhi Capitals,3,3,35,28.35,149.14,9,2,1,0,2,8.87,17.54
2012,MR Marsh,Lucknow Super Giants,5,4,66,23.63,151.0,7,3,0,0,3,8.02,24.58
2013,MR Marsh,Pune Warriors,2,2,47,25.48,135.26,9,4,0,0,2,9.08,22.58
2014,MR Marsh,Rising Pune Supergiants,3,3,100,18.79,143.15,8,5,1,1,1,8.15,22.23
2015,MR Marsh,Sunrisers Hyderabad,4,4,117,35.22,146.81,8,5,0,0,2,9.08,22.07
2016,MR Marsh,Sunrisers Hyderabad,3,3,45,30.61,135.74,5,5,0,0,2,9.1,18.19
2017,MR Marsh,Sunrisers Hyderabad,2,2,76,25.66,147.85,4,6,0,0,3,8.3,18.25
2018,MR Marsh,Sunrisers Hyderabad,3,3,67,33.34,161.44,5,3,1,0,3,9.27,23.14
2019,MR Marsh,Sunrisers Hyderabad,2,2,65,36.67,135.54,9,7,0,0,1,8.15,20.24
2020/21,MR Marsh,Sunrisers Hyderabad,2,2,44,37.35,162.05,9,5,1,0,3,8.01,24.01
2021,MR Marsh,Sunrisers Hyderabad,3,3,37,33.67,147.36,7,2,0,0,3,8.17,24.09
2022,MR Marsh,Sunrisers Hyderabad,3,3,40,17.98,160.1,4,6,0,0,3,8.61,23.77
2023,MR Marsh,Sunrisers Hyderabad,3,3,69,17.07,161.28,8,3,1,0,3,8.07,17.77
2024,MR Marsh,Sunrisers Hyderabad,4,4,81,23.59,150.2,8,3,0,0,4,7.72,20.38
2025,MR Marsh,Sunrisers Hyderabad,5,4,49,19.55,133.35,8,6,1,0,1,8.86,23.08
2026,MR Marsh,Sunrisers Hyderabad,3,3,36,35.58,149.63,7,7,1,0,3,8.58,22.65
2025,MS Bhandage,Royal Challengers Bengaluru,1,1,1,0.84,28.39,0,0,0,0,0,7.82,33.07
2010,MS Bisla,Kings XI Punjab,9,9,182,25.02,115.16,11,5,1,0,0,8.84,26.23
2011,MS Bisla,Kolkata Knight Riders,9,9,102,26.85,105.41,10,4,1,0,0,7.98,32.21
2012,MS Bisla,Royal Challengers Bangalore,8,8,105,14.16,120.25,17,3,1,0,0,9.05,27.63
2013,MS Bisla,Royal Challengers Bangalore,9,9,94,26.3,104.03,9,3,1,0,0,8.7,28.02
2014,MS Bisla,Royal Challengers Bangalore,7,7,84,17.29,128.73,8,4,1,0,0,9.0,31.0
2015,MS Bisla,Royal Challengers Bangalore,8,8,147,19.16,119.39,18,4,2,0,0,7.76,34.77
2008,MS Dhoni,Chennai Super Kings,11,10,401,42.29,153.16,14,8,3,0,0,8.3,29.89
2009,MS Dhoni,Rising Pune Supergiant,16,14,140,34.83,146.2,25,22,2,0,0,8.35,35.04
2010,MS Dhoni,Rising Pune Supergiants,16,14,406,33.03,132.71,20,13,5,0,0,9.16,32.11
2011,MS Dhoni,Rising Pune Supergiants,16,14,288,34.79,144.75,26,21,3,0,0,8.25,24.81
2012,MS Dhoni,Rising Pune Supergiants,16,14,462,31.07,156.75,19,11,3,0,0,7.93,24.44
2013,MS Dhoni,Rising Pune Supergiants,12,10,136,31.92,120.45,25,20,0,0,0,8.38,27.0
2014,MS Dhoni,Rising Pune Supergiants,16,14,328,39.15,144.49,23,11,2,0,0,9.02,28.91
2015,MS Dhoni,Rising Pune Supergiants,16,14,348,53.28,154.46,30,21,2,0,0,8.86,30.01
2016,MS Dhoni,Rising Pune Supergiants,15,13,335,44.94,148.97,19,21,4,0,0,8.0,25.15
2017,MS Dhoni,Rising Pune Supergiants,16,14,299,24.15,123.06,29,17,4,0,0,8.55,28.19
2018,MS Dhoni,Rising Pune Supergiants,14,12,345,23.62,151.77,23,9,1,0,0,8.85,28.22
2019,MS Dhoni,Rising Pune Supergiants,16,14,419,24.35,155.68,26,13,1,0,0,8.47,32.78
2020/21,MS Dhoni,Rising Pune Supergiants,16,14,446,52.96,121.32,30,19,1,0,0,8.42,28.07
2021,MS Dhoni,Rising Pune Supergiants,16,14,137,30.51,141.97,19,13,1,1,0,8.07,25.04
2022,MS Dhoni,Rising Pune Supergiants,14,12,449,52.64,130.84,17,12,3,0,0,8.95,27.01
2023,MS Dhoni,Rising Pune Supergiants,16,14,268,50.3,147.65,11,21,4,0,0,8.88,25.35
2024,MS Dhoni,Rising Pune Supergiants,16,14,320,24.26,140.71,31,9,3,0,0,9.28,33.27
2025,MS Dhoni,Rising Pune Supergiants,16,14,194,28.5,126.77,26,21,0,0,0,7.97,33.64
2008,MS Gony,Chennai Super Kings,3,1,11,8.47,121.94,1,1,0,0,6,8.4,39.2
2009,MS Gony,Deccan Chargers,5,2,7,7.11,125.9,1,1,0,0,5,8.54,35.17
2010,MS Gony,Gujarat Lions,2,1,13,8.35,154.33,1,0,0,0,4,7.93,37.7
2011,MS Gony,Kings XI Punjab,3,1,7,12.08,148.77,0,1,0,0,2,8.55,38.45
2012,MS Gony,Kings XI Punjab,3,1,12,6.36,142.68,1,1,0,0,4,8.31,33.47
2013,MS Gony,Kings XI Punjab,5,2,5,9.6,153.17,0,1,0,0,5,8.59,29.37
2014,MS Gony,Kings XI Punjab,6,2,14,7.71,127.39,0,1,0,0,6,9.25,38.19
2015,MS Gony,Kings XI Punjab,5,2,9,10.73,134.2,0,1,0,0,3,7.99,41.07
2016,MS Gony,Kings XI Punjab,5,2,16,11.37,148.68,1,1,0,0,6,8.85,38.6
2017,MS Gony,Kings XI Punjab,4,2,6,12.98,130.54,0,1,0,0,4,8.72,37.75
2011,MS Wade,Delhi Daredevils,1,1,10,18.22,98.88,2,0,0,0,0,8.91,30.85
2012,MS Wade,Gujarat Titans,2,2,11,11.7,105.75,2,0,0,0,0,9.13,29.63
2013,MS Wade,Gujarat Titans,1,1,7,14.76,92.84,2,0,0,0,0,7.87,35.19
2014,MS Wade,Gujarat Titans,1,1,12,16.84,88.49,2,0,0,0,0,9.33,34.63
2015,MS Wade,Gujarat Titans,1,1,18,7.88,105.11,2,0,0,0,0,7.73,34.47
2016,MS Wade,Gujarat Titans,1,1,20,16.23,108.56,2,0,0,0,0,8.44,29.89
2017,MS Wade,Gujarat Titans,1,1,11,9.2,117.61,2,0,0,0,0,8.22,31.77
2018,MS Wade,Gujarat Titans,2,2,12,14.49,117.7,1,0,0,0,0,8.83,30.76
2019,MS Wade,Gujarat Titans,1,1,19,9.1,94.22,2,0,0,0,0,9.1,32.75
2020/21,MS Wade,Gujarat Titans,1,1,16,9.67,89.27,1,0,0,0,0,7.83,29.6
2021,MS Wade,Gujarat Titans,1,1,14,13.6,110.54,2,0,0,0,0,8.49,30.12
2022,MS Wade,Gujarat Titans,1,1,15,14.36,108.9,1,0,0,0,0,8.59,26.59
2023,MS Wade,Gujarat Titans,1,1,11,15.92,114.0,1,0,0,0,0,7.75,28.56
2024,MS Wade,Gujarat Titans,1,1,14,13.79,117.71,1,0,0,0,0,8.01,26.87
2008,MV Boucher,Kolkata Knight Riders,8,6,44,31.32,128.66,7,2,1,0,0,8.9,33.4
2009,MV Boucher,Royal Challengers Bangalore,9,7,46,30.35,118.96,5,2,0,0,0,8.48,29.76
2010,MV Boucher,Royal Challengers Bangalore,9,7,63,33.68,113.05,5,2,0,0,0,9.31,33.61
2011,MV Boucher,Royal Challengers Bangalore,7,5,146,17.07,117.72,8,4,2,1,0,8.82,33.73
2023,MW Short,Chennai Super Kings,2,2,35,20.06,130.33,5,1,0,0,0,6.19,26.45
2024,MW Short,Punjab Kings,1,1,21,22.78,104.93,4,1,0,0,0,6.23,24.38
2025,MW Short,Punjab Kings,1,1,13,20.91,115.89,6,1,0,0,0,6.08,31.72
2026,MW Short,Punjab Kings,2,2,26,15.33,131.98,3,1,0,0,0,5.62,30.25
2010,Mandeep Singh,Delhi Capitals,10,9,133,27.72,114.28,10,4,2,0,0,13.74,24.81
2011,Mandeep Singh,Kings XI Punjab,5,4,89,22.21,108.7,7,3,1,0,0,11.98,30.29
2012,Mandeep Singh,Kolkata Knight Riders,11,10,140,14.37,139.85,11,4,1,0,0,13.94,31.03
2013,Mandeep Singh,Punjab Kings,11,10,60,13.96,130.9,11,3,1,0,0,12.19,29.5
2014,Mandeep Singh,Royal Challengers Bangalore,6,5,185,23.91,118.65,10,4,0,0,0,14.15,34.9
2015,Mandeep Singh,Royal Challengers Bangalore,6,5,152,25.68,127.44,10,3,2,0,0,12.07,27.0
2016,Mandeep Singh,Royal Challengers Bangalore,6,5,89,18.85,106.76,18,3,0,0,0,13.32,28.09
2017,Mandeep Singh,Royal Challengers Bangalore,7,6,165,16.64,125.52,19,2,1,0,0,11.9,29.3
2018,Mandeep Singh,Royal Challengers Bangalore,9,8,157,24.8,104.49,11,2,1,0,0,12.46,25.28
2019,Mandeep Singh,Royal Challengers Bangalore,6,5,170,21.28,139.66,9,2,2,1,0,12.02,26.62
2020/21,Mandeep Singh,Royal Challengers Bangalore,12,11,136,27.81,116.6,8,3,0,0,0,13.67,27.83
2021,Mandeep Singh,Royal Challengers Bangalore,5,4,57,17.96,131.68,14,2,1,0,0,12.16,25.03
2022,Mandeep Singh,Royal Challengers Bangalore,5,4,134,22.59,123.05,9,3,1,0,0,12.44,33.01
2023,Mandeep Singh,Royal Challengers Bangalore,9,8,134,17.21,110.68,8,3,0,0,0,11.71,25.45
2009,Mashrafe Mortaza,Kolkata Knight Riders,1,1,3,22.35,106.06,0,0,0,0,0,15.89,30.16
2008,Misbah-ul-Haq,Royal Challengers Bangalore,10,10,67,12.52,157.41,12,9,1,0,0,8.78,29.48
2009,Mohammad Ashraful,Mumbai Indians,1,1,1,2.22,17.74,0,0,0,0,0,8.18,33.55
2008,Mohammad Asif,Delhi Daredevils,6,2,3,1.96,45.77,0,0,0,0,6,9.86,37.5
2008,Mohammad Hafeez,Kolkata Knight Riders,11,11,100,10.8,68.95,5,2,1,0,3,7.12,30.62
2017,Mohammad Nabi,Mumbai Indians,2,2,43,11.42,162.13,2,1,0,0,3,8.0,29.76
2018,Mohammad Nabi,Sunrisers Hyderabad,3,2,21,9.5,161.33,3,2,0,0,1,8.16,40.44
2019,Mohammad Nabi,Sunrisers Hyderabad,4,3,34,17.83,134.83,2,2,0,0,3,7.73,39.91
2020/21,Mohammad Nabi,Sunrisers Hyderabad,3,2,36,17.11,124.06,3,2,0,0,1,7.01,28.06
2021,Mohammad Nabi,Sunrisers Hyderabad,4,3,30,17.33,163.39,1,1,0,0,1,7.87,38.65
2022,Mohammad Nabi,Sunrisers Hyderabad,2,2,35,15.22,144.7,3,2,1,0,2,7.57,34.26
2023,Mohammad Nabi,Sunrisers Hyderabad,2,2,29,15.57,131.27,3,1,0,0,2,7.88,29.9
2024,Mohammad Nabi,Sunrisers Hyderabad,4,3,31,16.41,141.59,3,2,0,0,2,7.45,34.16
2013,Mohammed Shami,Delhi Daredevils,6,2,10,5.91,103.45,0,0,0,0,4,8.74,26.6
2014,Mohammed Shami,Gujarat Titans,10,3,8,6.86,93.6,0,0,0,0,7,8.48,23.11
2015,Mohammed Shami,Kings XI Punjab,9,2,6,7.21,100.51,1,0,0,0,14,8.19,25.65
2016,Mohammed Shami,Kolkata Knight Riders,7,2,6,5.71,112.59,0,0,0,0,5,7.81,28.62
2017,Mohammed Shami,Lucknow Super Giants,11,3,5,5.04,94.79,0,0,0,0,13,7.96,26.64
2018,Mohammed Shami,Punjab Kings,11,3,9,6.67,94.56,0,0,0,0,4,8.39,29.88
2019,Mohammed Shami,Sunrisers Hyderabad,5,1,6,5.18,87.32,0,0,0,0,6,9.16,32.94
